unmet,Latitude,Longitude
0,52.10893,66.816899
,52.10893,66.816899
0,52.10893,66.816899
,52.10893,66.816899
,52.10893,66.816899
,52.10893,66.816899
,52.10893,66.816899
,52.10893,66.816899
,52.10893,66.816899
1,52.10893,66.816899
1,52.10893,66.816899
,52.10893,66.816899
0,52.10893,66.816899
,52.10893,66.816899
,52.10893,66.816899
,52.10893,66.816899
,52.10893,66.816899
,55.103625,83.049409
,43.188264,76.834909
,55.103625,83.049409
0,52.369004,69.052587
,,
,52.369004,69.052587
0,,
,52.369004,69.052587
,52.369004,69.052587
,52.369004,69.052587
,52.369004,69.052587
,52.369004,69.052587
1,52.369004,69.052587
,52.369004,69.052587
,52.369004,69.052587
,52.369004,69.052587
,52.369004,69.052587
,52.369004,69.052587
1,52.369004,69.052587
0,52.369004,69.052587
0,52.369004,69.052587
0,52.369004,69.052587
1,,
,47.872358,78.63468
0,,
,42.429021,68.962901
1,44.861773,64.396923
0,,
1,,
,42.429021,68.962901
,42.429021,68.962901
0,42.429021,68.962901
,42.429021,68.962901
,42.429021,68.962901
0,42.429021,68.962901
,42.429021,68.962901
0,42.429021,68.962901
,42.429021,68.962901
,42.429021,68.962901
,42.429021,68.962901
,42.429021,68.962901
,42.429021,68.962901
1,42.429021,68.962901
,51.278007,71.651465
,51.278007,71.651465
0,51.278007,71.651465
0,51.278007,71.651465
,51.278007,71.651465
0,51.278007,71.651465
0,51.278007,71.651465
,51.278007,71.651465
,51.278007,71.651465
,51.278007,71.651465
,51.278007,71.651465
,51.278007,71.651465
,51.278007,71.651465
,51.278007,71.651465
,53.205929,66.809823
1,46.500591,30.695857
0,53.205929,66.809823
,53.205929,66.809823
0,53.205929,66.809823
0,53.205929,66.809823
,53.205929,66.809823
,53.205929,66.809823
,53.205929,66.809823
,53.205929,66.809823
0,53.205929,66.809823
0,53.205929,66.809823
0,53.205929,66.809823
,53.205929,66.809823
,53.205929,66.809823
0,53.205929,66.809823
,53.205929,66.809823
0,53.205929,66.809823
,53.205929,66.809823
,53.205929,66.809823
,53.205929,66.809823
,51.675117,71.035004
,51.675117,71.035004
0,51.675117,71.035004
,51.675117,71.035004
1,51.675117,71.035004
0,51.675117,71.035004
,51.675117,71.035004
,51.675117,71.035004
,51.675117,71.035004
,51.675117,71.035004
0,51.675117,71.035004
,51.675117,71.035004
0,51.675117,71.035004
,51.675117,71.035004
,51.675117,71.035004
,51.675117,71.035004
,51.675117,71.035004
0,51.675117,71.035004
0,51.675117,71.035004
,51.675117,71.035004
,51.675117,71.035004
,51.475627,71.212208
0,51.475627,71.212208
,54.209996,67.165009
,51.475627,71.212208
0,51.475627,71.212208
,54.209996,67.165009
0,51.475627,71.212208
0,51.475627,71.212208
,51.475627,71.212208
,51.475627,71.212208
,51.475627,71.212208
,51.475627,71.212208
,51.475627,71.212208
,51.475627,71.212208
,51.475627,71.212208
,51.475627,71.212208
,51.475627,71.212208
,51.475627,71.212208
,51.475627,71.212208
0,51.475627,71.212208
0,51.475627,71.212208
,51.475627,71.212208
0,52.935221,70.188509
,52.936996,70.191171
,52.935221,70.188509
,52.935221,70.188509
,52.925107,70.179584
,52.913649,70.195182
,52.923893,70.180902
,52.935221,70.188509
,52.945335,70.182473
0,52.913839,70.200741
0,52.935221,70.188509
,52.938908,70.212898
,52.935221,70.188509
0,52.935221,70.188509
,52.933831,70.198427
0,52.938615,70.194251
0,52.935221,70.188509
,52.935221,70.188509
,52.936996,70.191171
0,52.938746,70.206295
0,52.935111,70.171906
0,52.935221,70.188509
0,52.937168,70.203871
,52.938908,70.212898
0,52.935221,70.188509
,52.935221,70.188509
0,52.935221,70.188509
,52.935221,70.188509
,52.923893,70.180902
,52.935221,70.188509
,52.963646,70.262096
0,52.935221,70.188509
,52.938772,70.189767
,52.931411,70.174692
1,52.945416,70.18734
0,52.923893,70.180902
,52.935923,70.174464
0,52.935221,70.188509
,52.935221,70.188509
0,52.716476,69.60615
0,52.716476,69.60615
1,52.716476,69.60615
,52.716476,69.60615
0,52.716476,69.60615
0,52.716476,69.60615
,52.716476,69.60615
,52.716476,69.60615
0,52.716476,69.60615
1,52.716476,69.60615
,52.716476,69.60615
,52.716476,69.60615
,52.716476,69.60615
,52.716476,69.60615
,52.716476,69.60615
,52.716476,69.60615
,52.716476,69.60615
,52.716476,69.60615
,52.716476,69.60615
,52.716476,69.60615
,52.716476,69.60615
,52.716476,69.60615
0,53.271914,70.489691
,53.271914,70.489691
,53.271914,70.489691
,,
,,
,,
,,
0,,
,,
,,
,,
,,
0,,
,,
0,,
,,
,,
,,
,,
,,
,,
,,
0,50.283934,57.166978
0,50.283934,57.166978
1,50.284801,57.173227
,50.283934,57.166978
,50.257837,57.231142
1,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
1,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
1,50.29957,57.212873
,50.321907,57.135571
,50.289051,57.165532
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.297399,57.14592
,50.283934,57.166978
,50.310198,57.160819
,50.283934,57.166978
,50.307604,57.154634
,50.283934,57.166978
,50.283934,57.166978
,50.290956,57.222526
,50.322677,57.149603
,50.283934,57.166978
1,50.300515,57.213134
,50.283934,57.166978
0,50.321462,57.145731
1,50.283934,57.166978
1,50.27581,57.214394
,50.283934,57.166978
,50.298537,57.150392
,50.283934,57.166978
,50.307604,57.154634
,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
1,50.283934,57.166978
,50.283934,57.166978
,50.268916,57.232733
1,50.284801,57.173227
,50.283934,57.166978
0,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
0,50.307604,57.154634
0,50.283934,57.166978
,50.307604,57.154634
,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
1,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
1,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
1,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
0,50.307604,57.154634
,50.283934,57.166978
,50.296344,57.147237
,50.283934,57.166978
1,50.307604,57.154634
1,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
,50.287601,57.221675
,50.27581,57.214394
,50.283934,57.166978
,50.278766,57.173959
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
,50.302472,57.148083
,50.283934,57.166978
,50.283934,57.166978
1,50.283934,57.166978
,50.283934,57.166978
,50.289051,57.165532
0,50.283934,57.166978
,50.283934,57.166978
,50.298537,57.150392
0,50.283934,57.166978
,50.283934,57.166978
0,50.321907,57.135571
0,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
,50.267946,57.23516
,50.283934,57.166978
,50.292667,57.171135
,50.283934,57.166978
1,50.29564,57.143072
1,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
1,50.283934,57.166978
,50.283934,57.166978
1,50.296344,57.147237
1,50.283934,57.166978
0,50.307604,57.154634
1,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
0,50.283934,57.166978
1,50.283934,57.166978
1,50.283934,57.166978
1,50.286598,57.208217
,50.283934,57.166978
,50.29564,57.143072
,50.283934,57.166978
,50.269226,57.236389
,50.283934,57.166978
1,50.321462,57.145731
,50.307604,57.154634
,50.283934,57.166978
,50.283934,57.166978
,50.267946,57.23516
0,50.283934,57.166978
1,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
,50.27975,57.155433
1,50.284801,57.173227
,50.321907,57.135571
,50.267946,57.23516
,50.29564,57.143072
,50.283934,57.166978
1,50.307604,57.154634
,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
1,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
0,50.287601,57.221675
0,50.283934,57.166978
1,50.283934,57.166978
,50.268916,57.232733
,50.302472,57.148083
,50.25821,57.244708
0,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
,50.292667,57.171135
,50.276483,57.231671
,50.283934,57.166978
1,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
0,50.284499,57.158622
,50.283934,57.166978
1,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
0,50.307604,57.154634
1,50.284801,57.173227
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
,50.297399,57.14592
0,50.298537,57.150392
,50.269226,57.236389
1,50.267946,57.23516
1,50.283934,57.166978
,50.283934,57.166978
,50.302499,57.139148
,50.302472,57.148083
,50.283934,57.166978
,50.310198,57.160819
,50.283934,57.166978
,50.283934,57.166978
1,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
1,50.283934,57.166978
,50.283934,57.166978
,-19.198287,-44.249168
0,50.29564,57.143072
,50.284801,57.173227
0,50.283934,57.166978
,50.283934,57.166978
1,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
0,50.307604,57.154634
,50.283934,57.166978
,50.283934,57.166978
1,50.310198,57.160819
,50.283934,57.166978
,50.285041,57.231843
,50.283934,57.166978
0,50.278403,57.170838
,50.283934,57.166978
1,50.298537,57.150392
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
,50.307604,57.154634
,50.283934,57.166978
0,50.286229,57.227197
,50.283934,57.166978
,36.721261,-4.4212655
,50.307604,57.154634
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.298537,57.150392
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
0,50.298537,57.150392
,50.298537,57.150392
,50.305211,57.135572
,50.283934,57.166978
,50.283934,57.166978
0,50.296362,57.203359
,50.283934,57.166978
0,50.277734,57.226617
1,50.301766,57.160865
,50.283934,57.166978
,50.283934,57.166978
,43.387713,77.485971
,50.298537,57.150392
0,50.301766,57.160865
,50.283934,57.166978
0,50.257837,57.231142
,50.283934,57.166978
1,50.267946,57.23516
,50.283934,57.166978
,50.310198,57.160819
,50.29564,57.143072
0,50.283934,57.166978
0,50.289255,57.152803
,50.283934,57.166978
,50.315313,57.142122
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.297399,57.14592
,50.268916,57.232733
1,50.283934,57.166978
1,50.278964,57.226808
,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
1,50.283934,57.166978
,50.283681,57.229573
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
1,50.274246,57.21141
0,50.285041,57.231843
,50.283934,57.166978
,50.284801,57.173227
,50.321462,57.145731
0,50.283934,57.166978
0,50.283934,57.166978
1,50.283934,57.166978
,50.310198,57.160819
,50.268916,57.232733
,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
,50.267946,57.23516
,50.269226,57.236389
,50.27581,57.214394
0,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
,50.267946,57.23516
,50.310198,57.160819
,50.283934,57.166978
1,50.283934,57.166978
,50.297757,57.217317
1,50.267946,57.23516
,50.283934,57.166978
,50.283934,57.166978
1,50.283934,57.166978
0,50.283934,57.166978
1,50.283934,57.166978
1,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
,50.284801,57.173227
,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
0,50.286229,57.227197
,50.275717,57.204084
1,50.285487,57.154626
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
1,50.307604,57.154634
,50.267946,57.23516
,50.283934,57.166978
0,50.283934,57.166978
,50.268916,57.232733
,50.284801,57.173227
,50.283934,57.166978
,50.283934,57.166978
1,50.283934,57.166978
0,50.283934,57.166978
,50.283934,57.166978
,50.319453,57.148369
,50.297399,57.14592
0,50.283934,57.166978
1,50.283934,57.166978
0,50.307604,57.154634
1,50.267946,57.23516
0,50.302472,57.148083
0,50.307604,57.154634
,50.307604,57.154634
1,50.27896,57.173082
,50.283934,57.166978
,50.283934,57.166978
,50.283934,57.166978
1,50.283934,57.166978
,50.283934,57.166978
1,50.28907,57.16803
,50.302472,57.148083
,50.283934,57.166978
,50.269226,57.236389
,50.283934,57.166978
,50.283934,57.166978
,50.26722,57.216775
,50.283934,57.166978
,50.283934,57.166978
1,50.267946,57.23516
1,50.283934,57.166978
1,50.283934,57.166978
0,51.665831,77.555148
0,51.665831,77.555148
0,51.665831,77.555148
,51.665831,77.555148
,50.28907,57.16803
1,50.28907,57.16803
,51.665831,77.555148
0,51.665831,77.555148
,51.665831,77.555148
0,51.665831,77.555148
,51.665831,77.555148
,51.665831,77.555148
,51.665831,77.555148
1,51.665831,77.555148
1,51.665831,77.555148
,51.665831,77.555148
0,51.665831,77.555148
,51.665831,77.555148
1,51.665831,77.555148
,51.665831,77.555148
,51.665831,77.555148
1,51.665831,77.555148
0,51.665831,77.555148
0,51.665831,77.555148
0,51.665831,77.555148
,51.665831,77.555148
,51.665831,77.555148
1,51.665831,77.555148
0,51.665831,77.555148
0,51.665831,77.555148
,51.665831,77.555148
,51.665831,77.555148
1,51.665831,77.555148
,51.665831,77.555148
,51.665831,77.555148
,51.665831,77.555148
0,51.665831,77.555148
0,51.665831,77.555148
,51.665831,77.555148
,51.665831,77.555148
,51.665831,77.555148
1,51.665831,77.555148
0,51.665831,77.555148
0,51.665831,77.555148
0,51.665831,77.555148
,51.665831,77.555148
,51.665831,77.555148
0,51.665831,77.555148
,51.665831,77.555148
,51.665831,77.555148
0,51.665831,77.555148
0,51.665831,77.555148
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.749064,56.509648
,50.749064,56.509648
,50.749064,56.509648
,50.739545,56.500207
,50.749064,56.509648
,50.749064,56.509648
0,50.743307,56.494352
,50.749064,56.509648
0,50.749064,56.509648
,50.749064,56.509648
,50.739545,56.500207
0,50.743307,56.494352
,50.749064,56.509648
,50.749064,56.509648
,50.749064,56.509648
,50.739986,56.506355
,50.749064,56.509648
,50.749064,56.509648
,50.749064,56.509648
,50.749064,56.509648
,50.749064,56.509648
,50.749064,56.509648
0,50.749064,56.509648
,50.749064,56.509648
,50.743307,56.494352
,50.749064,56.509648
,50.749064,56.509648
,50.749064,56.509648
0,50.749064,56.509648
,50.749064,56.509648
0,50.749064,56.509648
0,50.749064,56.509648
,50.749064,56.509648
0,50.749064,56.509648
,50.749064,56.509648
,50.749064,56.509648
0,50.749064,56.509648
,50.749064,56.509648
0,50.749064,56.509648
,50.739986,56.506355
0,50.749064,56.509648
0,50.749064,56.509648
0,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
0,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
0,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
0,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
0,50.739545,56.500207
0,50.739545,56.500207
,50.739545,56.500207
0,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
0,50.739545,56.500207
0,50.739545,56.500207
0,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
0,50.739545,56.500207
,50.739545,56.500207
0,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
0,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
0,50.739545,56.500207
,50.739545,56.500207
0,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,50.739545,56.500207
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
1,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,50.687087,79.110752
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,50.30367,57.162398
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
1,49.458012,57.42069
1,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
0,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
0,49.458012,57.42069
0,49.458012,57.42069
0,50.30367,57.162398
,50.223883,12.195013
0,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
0,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
,49.458012,57.42069
1,,
1,,
,,
,,
,,
,,
,,
0,,
0,,
0,,
,,
1,,
1,,
,,
,,
,,
0,,
0,,
1,,
0,,
,,
,,
0,,
0,,
,,
0,,
0,,
,,
,,
,,
,,
,,
,,
,,
,,
0,,
,,
1,,
,,
